id_attacker_group,attacker_group
2561,People's Resistance Organized Army
2562,People's Revolutionary Army (ERP)
2563,People's Revolutionary Army (ERP) (El Salvador)
2564,People's Revolutionary Command (CRP)
2565,People's Revolutionary Militias (MRP)
2566,People's Revolutionary Movement (MRP)
2567,People's Revolutionary Organization
2568,People's Revolutionary Organization- Colombia (ORP)
2569,People's Revolutionary Party
2570,People's Revolutionary Party (Tanzania)
2571,People's Revolutionary Party of Kangleipak (PREPAK)
2572,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
2573,People's Revolutionary Union
2574,People's Sovereignty Party (PDR)
2575,People's Tamil Organization
2576,People's Temple
2577,People's United Democratic Movement (PUDEMO)
2578,People's United Liberation Front (PULF)
2579,People's War Group (PWG)
2580,Peoples' United Revolutionary Movement (HBDH)
2581,Peronist Armed Forces (FAP)
2582,Personnel of the National Information Center
2583,Peruvian Anti-Communist Alliance (AAP)
2584,Peruvian Rebels
2585,Pessach Group
2586,Peykar
2587,Phalange
2588,Phillipine Moslems
2589,Phineas Priesthood
2590,Pirates
2591,Plowshares
2592,Pokot extremists
2593,Policarpa Salauarpieta (Women's Command)
2594,Polisario Front
2595,Polish
2596,Polish Revolutionary Home Army
2597,Polish Skinheads
2598,Political Activists
2599,Political Group
2600,Political Military Organization of Paraguay
2601,Politico-Military Revolutionary Command
2602,Poor People's Party
2603,Popular Anti-Communist Militias
2604,Popular Army for the Restoration of Democracy (APRD)
2605,Popular Army Vanguards- Battalions of Return
2606,Popular Democratic Movement (MPD)
2607,Popular Forces of April 25
2608,Popular Front for Justice in the Congo
2609,Popular Front for Recovery (FPR)
2610,Popular Front for the Liberation of Palestine (PFLP)
2611,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)"
2612,Popular Front for the Liberation of the Sahara
2613,Popular Front for the Renaissance of the Central African Republic (FPRC)
2614,Popular Front of India
2615,Popular Front of India (PFI)
2616,Popular Liberation Army (EPL)
2617,Popular Liberation Army (Puerto Rico)
2618,Popular Liberation Front Urban Commando
2619,Popular Liberation Resistance Force
2620,Popular Militia (Chile)
2621,Popular Militia (Colombia)
2622,Popular Mobilization Forces (Iraq)
2623,Popular Movement for the Liberation of Angola
2624,Popular Movement for the Liberation of Cabinda
2625,Popular Nationalist Insurgency Command of the Large Brazilian Integralist Family
2626,Popular Rage
2627,Popular Resistance (Laiki Antistasi)
2628,Popular Resistance Army (PRA)
2629,Popular Resistance Brigade
2630,Popular Resistance Committees
2631,Popular Resistance Committees (Yemen)
2632,Popular Resistance Committees in Daraa
2633,Popular Resistance Front (FPR)
2634,Popular Resistance Movement (Egypt)
2635,Popular Resistance Sabotage Group
2636,Popular Revolutionary Action
2637,Popular Revolutionary Army (Mexico)
2638,Popular Revolutionary Bloc (BPR)
2639,Popular Revolutionary Commandos
2640,Popular Revolutionary Movement (Colombia)
2641,Popular Revolutionary Movement (Italy)
2642,Popular Revolutionary Resistance Group
2643,Popular Revolutionary Vanguard (VPR)
2644,Popular Will (Greece)
2645,Porattom
2646,PORE
2647,Portuguese Anti-Communist Movement
2648,Portuguese Liberation Army
2649,Posse Comitatus
2650,Poverty Brigade
2651,Powers of the Revolutionary Arc
2652,Pragatishil Tarai Mukti Morcha
2653,Praveen Dalam
2654,Presidential Movement (MP) Militiamen
2655,Prima Linea
2656,Prisoner  Gourgen Yanikian Group
2657,Prisoner's Action Force
2658,Pro Hartal Activists
2659,Pro-Aristade
2660,Pro-choice extremists
2661,Pro-Government extremists
2662,Pro-Government Students
2663,Pro-Indonesia extremists
2664,Pro-Iraqi Terrorists
2665,Pro-Kabul Provocateurs
2666,Pro-Khasbulaton Rebels
2667,Pro-LGBT Rights extremists
2668,Pro-Libyan
2669,Pro-migration extremists
2670,Pro-Pakistani extremists
2671,Pro-Palestinian extremists
2672,Pro-Palestinian Immigrants
2673,Pro-Russia Militia
2674,Pro-State Militiamen
2675,Pro-Trump extremists
2676,Professional Killers
2677,Progressive Socialist Party (PSP)
2678,Proletarian Action Group
2679,Proletarian Armed Squads
2680,Proletarian Assault Group
2681,Proletarian Combatants for Communism
2682,Proletarian communist commandos
2683,Proletarian Division for the Army of Communist Liberation
2684,Proletarian Fighting Brigades
2685,Proletarian Fighting Patrol
2686,Proletarian Initiative and Offensive for W. Europe
2687,Proletarian Nuclei for Communism
2688,Proletarian Nucleus
2689,Proletarian Patrols
2690,Proletarian Resistance Movement
2691,Proletarian Revolutionary Action Front (FRAP)
2692,Proletarian Solidarity
2693,Proletariat Self-defense Groups
2694,Prolitarian Internationalism
2695,Protectors of Islam Brigade
2696,Protestant Action Group
2697,Protestant extremists
2698,Protesters
2699,Provisional Coordinating Committee for the Defense of Labor
2700,Provisional National Government of Vietnam
2701,Provisional RSPCA
2702,Puerto Rican Armed Resistance
2703,Puerto Rican Liberation Front
2704,Puerto Rican Nationalists
2705,Puerto Rican Resistance Movement
2706,Puerto Rican Revolutionary Movement
2707,Puka Inti Maoist Communist Party
2708,Pumba and Tata Cartel
2709,Punitive Leftist Front
2710,Punjabi Taliban
2711,Puratchi Puligal
2712,Purbo Banglar Communist Party
2713,Qaddafi loyalists
2714,Qari Kamran Group
2715,Quartermoon Society
2716,Quebec Separatists
2717,Quintin Lame
2718,Quit Kashmir Movement (QKM)
2719,Rabbi Rahane Group
2720,Rabha National Security Force
2721,Rabid Brothers of Giuliani
2722,Radical Communist Armed Nucleus
2723,Radicals
2724,Rafallah al-Sahati Brigade
2725,Rahanwein Resistance Army (RRA)
2726,Raia Mutomboki Militia
2727,Rajneeshees
2728,Rajput extremists
2729,Rally of Democratic Forces (RAFD)
2730,Ramiro Ledesma Social Centre
2731,Ramzi Nahra Martyr Organization
2732,Ranbir Sena
2733,Random Anarchists
2734,Rashtriya Swayamsevak Sangh
2735,Raskamboni Movement
2736,Rastas
2737,Rastriya Janashakti Party (RJP)
2738,"Raul Ernesto Cruz Leon, Salvadorian"
2739,Raul Sendic International Brigade
2740,Real Irish Republican Army (RIRA)
2741,Real Ulster Freedom Fighters (UFF) - Northern Ireland
2742,Rebel Armed Forces of Guatemala (FAR)
2743,Rebel Military Unit
2744,Rebel Socialists
2745,Rebellious Group Lambros Foundas
2746,Rebels
2747,Rebels backing deposed Pres. Zviad Gamsakhurdia
2748,Recompras
2749,Recontras
2750,Red Army Faction (RAF)
2751,Red Army for the Liberation of Catalonia
2752,Red Brigades
2753,Red Brigades Fighting Communist Party (BR-PCC)
2754,Red Brigades Fighting Communist Union (BR-UCC)
2755,Red Cell
2756,Red Commandos
2757,Red Dawn Front (Frente Amanecer Rojo)
2758,Red Egbesu Water Lions
2759,Red Flag
2760,Red Flag (Venezuela)
2761,Red Flying Squad
2762,Red Guard
2763,Red Guerilla Family
2764,Red Guerrilla
2765,Red Hand Commandos
2766,Red Hand Defenders (RHD)
2767,Red June
2768,Red June of 14 June
2769,Red Line
2770,Red Patriots Group
2771,Red Resistance Front
2772,Red Revolutionary Front
2773,Red Scorpion
2774,Red Sea Afar Democratic Organization (RSADO)
2775,Red Tribune
2776,Reform of the Armed Forces Movement
2777,Regulators
2778,Relatives of terrorist
2779,Renamo Military Junta
2780,Republic of New Afrika
2781,Republic of Texas
2782,Republican Action Against Drugs (RAAD)
2783,Republican Action Force
2784,Republican Anticlerical Group
2785,Republican Forces of Burundi (FOREBU)
2786,Republican People's Party
2787,Residents and regulars of Exarchia
2788,Resistance Cell
2789,Resistance Movement
2790,Resistance Movement of the Union of Revolt Workers
2791,Resistance to the Rule of Law in Burundi (Red-Tabara)
2792,"Resistance, Liberation and Independence Organization (AAA)"
2793,Resistencia Galega
2794,Resistenza
2795,Resistenza Corsa
2796,Retired Soldier
2797,"Return, Reclamation, Rehabilitation (3R)"
2798,Revenge Brigade
2799,Revenge Movement
2800,Revenge of the Martyrs (Tha'ir al-Shuhada)
2801,Revenge of the Trees
2802,Revolted Persons of the Polytech School
2803,Revolution Chemnitz
2804,Revolution's Brigade
2805,Revolutionaries Army (Jaysh al-Thowwar)
2806,Revolutionary Action
2807,Revolutionary Action Front
2808,Revolutionary Action Groups
2809,Revolutionary Action of Liberation
2810,Revolutionary Action Organization of the Arab Resistance Front
2811,Revolutionary Action Party
2812,Revolutionary Anarchist Armed Terrorist Movement
2813,Revolutionary Anti-Capitalist Initiative
2814,Revolutionary Anti-Racist Action
2815,Revolutionary Arab Youth Organization
2816,Revolutionary Armed Forces (FAR)
2817,Revolutionary Armed Forces for the Liberation of Colombia (FALCO)
2818,Revolutionary Armed Forces of Colombia (FARC)
2819,Revolutionary Armed Forces of Colombia (FARC) dissidents
2820,Revolutionary Armed Forces of Nicaragua (FARN)
2821,Revolutionary Armed Forces- Argentina (FAR-A)
2822,Revolutionary Armed Organization
2823,Revolutionary Army
2824,Revolutionary Autonomous Group
2825,Revolutionary Bolivariano Movement 200
2826,Revolutionary Cells
2827,Revolutionary Cells (Argentina)
2828,Revolutionary Cells Network (SRN)
2829,Revolutionary Cells-Animal Liberation Brigade
2830,Revolutionary Christians of the Cedars
2831,Revolutionary Combat Brigades
2832,Revolutionary Command
2833,Revolutionary Commandos of Solidarity
2834,Revolutionary Commandos of the People (CRP)
2835,Revolutionary Committee for Counter Force
2836,Revolutionary Committee of Mozambique (COREMO)
2837,Revolutionary Communist Armed Nuclei
2838,Revolutionary Communist Centre (RCC)
2839,Revolutionary Communist League (LCR) (Spain)
2840,Revolutionary Communist Party
2841,Revolutionary Communist Youth Brigade (RCYB)
2842,Revolutionary Continuity
2843,Revolutionary Coordination of the Masses
2844,Revolutionary Eelam Organization (EROS)
2845,Revolutionary Fighting Group 80
2846,Revolutionary Flames
2847,Revolutionary Force
2848,Revolutionary Force 26
2849,Revolutionary Force 9
2850,Revolutionary Force Seven
2851,Revolutionary Forces for the Liberation of Iraq
2852,Revolutionary Front
2853,Revolutionary Front for an Independent East Timor (FRETILIN)
2854,Revolutionary Front for Hatian Advancement and Progress (FRAPH)
2855,Revolutionary Front for National Liberation
2856,Revolutionary Headquarters (Turkey)
2857,Revolutionary Insurgent Armed Forces of Ecuador (FAIRE)
2858,Revolutionary Internationalist Solidarity
2859,Revolutionary Labor Commandos
2860,Revolutionary Labor Organization
2861,Revolutionary Leninist Brigades
2862,Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece
2863,Revolutionary Liberation Cells
2864,Revolutionary Militant Left organization
2865,Revolutionary Military Council
2866,Revolutionary Movement
2867,Revolutionary Movement for National Salvation (REMNASA)
2868,Revolutionary Movement of People in Arms
2869,Revolutionary Nationalist Movement
2870,Revolutionary Nuclei
2871,Revolutionary Organization of People in Arms (ORPA)
2872,Revolutionary Organization of Socialist Muslims
2873,Revolutionary Patriotic Anti-Fascist Front (FRAP)
2874,Revolutionary People's Struggle (ELA)
2875,Revolutionary Peoples Army
2876,Revolutionary Perspective
2877,Revolutionary Popular Left
2878,Revolutionary Proletarian Army
2879,Revolutionary Proletarian Initiative Nuclei (NIPR)
2880,Revolutionary Punishment Movement
2881,Revolutionary Road
2882,Revolutionary Security Apparatus
2883,Revolutionary Solidarity
2884,Revolutionary Struggle
2885,Revolutionary Student Brigade
2886,Revolutionary Student Front
2887,Revolutionary United Front (RUF)
2888,Revolutionary United Front Movement
2889,Revolutionary Vanguard
2890,Revolutionary Violence Units
2891,Revolutionary Voice of the People (VPR)
2892,Revolutionary Worker Clandestine Union of the People Party (PROCUP)
2893,Revolutionary Workers Party
2894,Revolutionary Workers Party of Bolivia (PRTB)
2895,Revolutionary Workers' Council (Kakurokyo)
2896,Rezi Rezai International Brigades
2897,Rhodesian guerillas
2898,Ricardo Franco Front (Dissident FARC)
2899,RIF Popular Front
2900,Right Sector
2901,Right Wing Christian extremists
2902,Right Wing Lebanese Militiamen
2903,Right Wing Vigilantes
2904,Right-Wing Death Squad
2905,Right-wing extremists
2906,Right-Wing Group
2907,Right-Wing Gunmen
2908,Right-Wing Militants
2909,Right-Wing National Youth Front
2910,Right-Wing Paramilitaries
2911,Right-Wing Rebel Military Group
2912,Right-wing Terrorists
2913,Right-Wing Youths
2914,Rightist supporters of Democratic Alliance
2915,Rival Activists
2916,Rival Afghan Group
2917,Rival Bangledesh Chhatra League Faction
2918,Rival caste
2919,Rival clan
2920,Rival Parts
2921,Rival Party Members
2922,Rival peasant band
2923,Rival Soccer Clubs
2924,"Rival Zulu Group, name not stated"
2925,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
2926,Rizvon Sadirov Group
2927,Roberto Santucho Revolutionary Group
2928,Robin Food
2929,Robin Garcia Student Front
2930,Rodolfo Walsh National Command
2931,Rodrigo Franco Command
2932,Rohingya extremists
2933,Rohingya Solidarity Organization
2934,Room of the Neighbourhoods Youths
2935,Roque Dalton Commando
2936,ROSADO-SOTO Command
2937,Rote Zora
2938,Rubicon (Rouvikonas)
2939,Rugovasit Group
2940,Ruminahui Front
2941,Runda Kumpulan Kecil (RKK)
2942,Russian Militia
2943,Russian separatists
2944,Russian Unity
2945,RVA
2946,Rwanda Patriotic Front (RPF)
2947,Rwenzururu Rebels
2948,RYF
2949,S. O. S. France
2950,S14
2951,Sa'ad Militia
2952,Sabaot Land Defense Force (SLDF)
2953,Sabaot Tribe
2954,Sabaot tribesmen
2955,Saffron Tigers
2956,Sagrado Corazon Fanatic Group
2957,Saharan Revolutionary Armed Front (FARS)
2958,Saif-ul-Muslimeen
2959,Salafi Abu-Bakr al-Siddiq Army
2960,Salafi Daawa Group
2961,Salafi Extremists
2962,Salafia Jihadia
2963,Salafist Group for Preaching and Fighting (GSPC)
2964,Salah al-Din Squad
2965,Salvadoran Guerrillas
2966,Sammilito Sangskritik Jote (Alliance of Cultural Forums)
2967,Samyukta Janatantrik Terai Mukti Morcha (SJTMM)
2968,Samyukta Jatiya Mukti Morcha (SJMM)
2969,Samyukta Terai Madhes Mukti Party
2970,Sanaa Province of the Islamic State
2971,Sanatan Sanstha
2972,Sandinist People's Army (EPS)
2973,Sandinista National Liberation Front (FSLN)
2974,Sandinista Protester
2975,Sandinistas
2976,Sandval (union) Movement
2977,Sanghiya Limbuwan Committee (SLC)
2978,Sanidila Secessionist Movement
2979,Saor Eire (Irish Republican Group)
2980,Saraya al-Jihad Fi Bilad al-Sham
2981,Saraya al-Mukhtar
2982,Saraya Waad Allah
2983,Sardinian Autonomy Movement
2984,Sasna Tsrer
2985,Saudi Hezbollah
2986,Savane Pistache gang
2987,Save Kashmir Movement
2988,Save Our Israel Land
2989,Save Uganda Movement
2990,Sawaid Al-Khayr
2991,Sayfullakh
2992,Scheutzen group
2993,Schiedam Youth Front
2994,Scooter Borne terrorists
2995,Scottish National Liberation Army
2996,Scottish Nationalists
2997,Scottish Socialist Republican League
2998,Sea Shepherd Conservation Society
2999,Seaborne Moslem Raiders
3000,Seattle Liberation Front
3001,Secessionists
3002,Secret Anti-Communist Army (ESA)
3003,Secret Army Organization
3004,Secret Cuban Government
3005,Secret Organization Zero
3006,Sect of Revolutionaries (Greece)
3007,Seiji Kesha Kokuyukai
3008,Seikijuku
3009,Sekihotai
3010,Seleka
3011,Self Defense Forces
3012,Self-Defense Against All Authority
3013,Self-Defense Group of Imghad Tuaregs and Allies (GATIA)
3014,"Senki (""Battle Flag"")"
3015,Separatist Arab Guerrillas
3016,Separatist Clandestine Organization
3017,Separatists
3018,Sep-11
3019,September 11 Commandos
3020,September 17 Organization
3021,Serb demonstrators
3022,SERB Group (Russian Liberation Movement)
3023,Serb Radical Party
3024,Serbian extremists
3025,Serbian Gangsters
3026,Serbian guerrillas
3027,Serbian irregulars
3028,Serbian Nationalists
3029,Serbian rebels
3030,Serbs
3031,Servants of Islam Organization
3032,Ses'khona Peoples' Rights Movement
3033,Settlers at Kfar Darom
3034,SFT
3035,Shabelle Valley militia
3036,Shabwah Province of the Islamic State
3037,Shahid Khalsa Force
3038,Shahin (Falcon)
3039,Sham 'unite
3040,Sham Liberation Army
3041,Shamil Group
3042,Shamiya Front
3043,Shan Insurgents
3044,Shan State Army - North (SSA-N)
3045,Shan State Army - South (SSA-S)
3046,Shan State Progressive Party
3047,Shan United Revolutionary Army
3048,Shangytown residents
3049,Shanti Bahini - Peace Force
3050,Shanty Dwellers
3051,Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar)
3052,Sharp Sword Organization
3053,Shaykh Hassan Khalid Forces
3054,Shaykh Subhi Al-Salih Forces
3055,Sheikh Omar Hadid Brigade
3056,Shia Muslim extremists
3057,Shield of Islam Brigade
3058,Shield Wall Network (SWN)
3059,Shining Path (SL)
3060,Shinwari Tribe
3061,Shiv Sena
3062,Shonkonjuku Group
3063,Shop owners
3064,Shuar extremists
3065,Shura Council of Ajdabiya Revolutionaries
3066,Shura Council of Benghazi Revolutionaries
3067,Shura Council of Mujahideen in Derna
3068,Shutdown G20: Take Hamburg offline!
3069,Siah KAL
3070,Sicarii
3071,Sikh Extremists
3072,Simon Bolivar Guerrilla Coordinating Board (CGSB)
3073,Sinai Province of the Islamic State
3074,Sindh Liberation Front
3075,Sindhi nationalists
3076,Sindhu Desh Liberation Army (SDLA)
3077,Sindhudesh Revolutionary Army (SRA)
3078,Sinhale Jathika Balamuluwa
3079,Sinhalese Extremists
3080,Sinhalese Insurgents
3081,Sinhalese Militants
3082,Sipah-e-Sahaba/Pakistan (SSP)
3083,Sipah-I-Mohammed
3084,Siriri
3085,Sisters in Arms
3086,Sixth of March Group
3087,SKIF Detachment
3088,Skinhead group
3089,Skinheads
3090,Slum Dwellers
3091,Smugglers and Elephant Poachers
3092,Sober and Evil Youth
3093,Social Christian Party (PSC)
3094,Social Patriot Movement
3095,Social Resistance
3096,Socialist Chhatra League
3097,Socialist Labor Party of Lebanon
3098,Socialist Patients' Collective (SPK)
3099,Socialist Recovery Movement
3100,Socialist Revolutionary Brigade
3101,Socialist-Nationalist Front (SNF)
3102,Soldiers of the Algerian Opposition
3103,Soldiers of the Caliphate
3104,Soldiers of Truth
3105,Solidarist Resistance Movement
3106,Solidarity with imprisoned members of Action Directe (AD)
3107,Somali Gang
3108,Somali Guerrillas
3109,Somali Islamic Front
3110,Somali National Alliance
3111,Somali National Movement
3112,Somali Patriotic Movement
3113,Somali Salvation Democratic Front (SSDF)
3114,Somali Salvation Front (SSF)
3115,Somoza Sympathizers
3116,Somozists
3117,Sons of Liberty
3118,Sons of the Gestapo
3119,Sons of the South
3120,Sons of the South (Shiite Muslim Group)
3121,Sons of Zouari
3122,Soskan tribe
3123,South African guerrillas
3124,South African Liberation Support Cadre (SALSC)
3125,South East Antrim Brigade
3126,South Group (Russia)
3127,South Lebanon Army
3128,South Londonderry Volunteers (SLV)
3129,South Moluccans
3130,South Ossetian Extremists
3131,South Ossetian Separatists
3132,South Sudan Armed Forces (SSAF)
3133,South Sudan Democratic Army
3134,South Sudan Liberation Army (SSLA)
3135,South Sudan National Movement for Change (SSNMC-Unvuas)
3136,South Sudan United Front (SSUF)
3137,South Sudanese extremists
3138,South-West Africa People's Organization (SWAPO)
3139,Southern Front
3140,Southern Mobility Movement (Yemen)
3141,Southern Nucleus of Communist Counterpower
3142,Southern Resistance Forces (SRF)
3143,Southern Sierra Peasant Organization
3144,Southern Yemen Separatists
3145,Sovereign Citizen
3146,Sovereign Panama Patriotic Front
3147,Soviet and Cuban-backed rebels/mercenaries
3148,Spanish Armed Group
3149,Spanish Basque Battalion (BBE) (rightist)
3150,Spanish Falange
3151,Spanish International Communist Party
3152,Spanish National Action
3153,Special Purpose Islamic Regiment (SPIR)
3154,Squadrons of Terror (Katibat El Ahoual)
3155,Squatters
3156,St Patrick's Survivors group
3157,St. Kitts Nevis Labor Party
3158,State Council of Indian and Peasant Organization
3159,Stop the War Coalition
3160,Strike Enforcers
3161,Strikers
3162,Striking Minors Group
3163,Struggle Against Misery and Exploitation of Peasants
3164,Student Demonstrators
3165,Student Front of the People
3166,Student Militants
3167,Student Network of Mandalay
3168,Student Radicals
3169,Student Revolutionary Front (FER)
3170,Students
3171,Students  U of PNG
3172,Students for a Democratic Society
3173,Students for a Democratic Society (SDS) (German)
3174,Students For Insurrection
3175,Students Islamic Movement of India (SIMI)
3176,Subversives
3177,Sudan Alliance Forces
3178,Sudan Liberation Army-Minni Minawi (SLA-MM)
3179,Sudan Liberation Movement
3180,Sudan People's Liberation Army (SPLA)
3181,Sudan People's Liberation Movement - North
3182,Sudan People's Liberation Movement in Opposition (SPLM-IO)
3183,Sudan Revolutionary Front (SRF)
3184,Sudanese mostly Christian rebels
3185,Sudanese People's Front
3186,Sudanese People's Liberation Forces
3187,Sudanese Rebels
3188,Sudtiroler Volkspartei-south tyrol people's party
3189,Sudurpaschim Janata Dal
3190,Suicide Squad
3191,Sumud Brigade
3192,Sundar Shanta Nepal
3193,Sungu Sungu
3194,Sunni Muslim extremists
3195,Sunni Resistance Committees in Lebanon (SRCL)
3196,Sunni Supporters
3197,Support for Refugees (Appui aux Refugies)
3198,Support of Ocalan-The Hawks of Thrace
3199,Supporter of Bhutto
3200,Supporters of Abd Rabbuh Mansur Hadi
3201,Supporters of Ali Abdullah Saleh
3202,Supporters of Ali Mahdi Mohammed
3203,Supporters of Charles Manson
3204,Supporters of Colonel Mahmud Khudoyberdiyev
3205,Supporters of Ernest Wamba dia Wamba
3206,Supporters of Ex-President Gamsakhurdial
3207,Supporters of General Lino Oviedo
3208,Supporters of Johnny Adair
3209,Supporters of Johnny Paul Koroma
3210,Supporters of Joshua Nkomo
3211,Supporters of Laurent Nkunda
3212,Supporters of leftist Gana-Oikya Front
3213,Supporters of Muhammad Umar Habib
3214,Supporters of Muse Sudi Yalahow
3215,Supporters of Nicolas Maduro
3216,Supporters of opposing candidate Abdu Sakurtan
3217,Supporters of Pascal Lissouba
3218,Supporters of President J-B Aristide
3219,Supporters of presidential candidate Belisario Bet
3220,Supporters of ret. Gen. Lino Oviedo
3221,Supporters of Right and Freedom
3222,Supporters of Saddam Hussein
3223,Supporters of Second Prime Minister Hun Sen
3224,Supporters of Sultan Abd-al-Bagi
3225,Supporters of the Islamic State in Jerusalem
3226,Supporters of the Islamic State in the Land of the Two Holy Mosques
3227,Supporters Opposition Leader Etienne Tshisekedi
3228,"Supporters, House Speaker Ramon Mitra"
3229,Supreme Command for Jihad and Liberation
3230,Supreme Council for Islamic Revolution in Iraq (SCIRI)
3231,Supreme Islamic Council
3232,Suqour al-Ahvaz
3233,Suriname Liberation Front
3234,Surinamese Amerindians
3235,Survivors of Golfech
3236,Survivors of Hama
3237,Swatantra Nepal Dal
3238,Swaziland Youth Congress (Swayoco)
3239,Sword of Islam
3240,Symbionese Liberation Army (SLA)
3241,"Sympathizers of ""Iranian People's Zeda'i"""
3242,Sympathizers of Al-Qaida Organization
3243,Syndicalist Action Groups
3244,Syrian Army deserters
3245,Syrian Battle Front
3246,Syrian Democratic Forces (SDF)
3247,Syrian Mujahideen
3248,Syrian Social Nationalist Party
3249,Syrian Terror
3250,Syrian Turkmen Brigades
3251,Syrians
3252,SYS
3253,Ta'ang National Liberation Army (TNLA)
3254,Tabu Tribe
3255,Tacayana Indians
3256,Taihikai (Great Sadness)
3257,"Taikosha, right wing group"
3258,Tajamo Ansar al-Islam
3259,Tajik Rebels
3260,Takam Mising Porin Kebang (TMPK)
3261,Takfir wal-Hijra (Excommunication and Exodus)
3262,Taliban
3263,Taliban (Pakistan)
3264,Tamil Eelam Liberation Organization (TELO)
3265,Tamil Liberation Army
3266,Tamil Makkal Viduthalai Pulikal (TMVP)
3267,Tamil Nadu Liberation Army
3268,Tamils
3269,Tanyus Shanin Armed Unit
3270,Tanzeem al-Islami al-Furqan
3271,Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen
3272,Tanzim
3273,Tariq Bin Ziyad militia
3274,Tarok Militia
3275,Tawheed Militia
3276,Tawheedul Islam
3277,Tawhid and Jihad
3278,Tawhid and Jihad (Palestine)
3279,Taxi Drivers
3280,Tayeb Al-Afghani's Islamist Group
3281,Tehama Movement
3282,Tehreek-e-Labbaik Pakistan (TLP)
3283,Tehrik al-Mojahedin
3284,Tehrik-e-Galba Islam
3285,Tehrik-e-Hurriyat (TeH)
3286,Tehrik-e-Khilafat
3287,Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)
3288,Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)
3289,Tehrik-e-Taliban Islami (TTI)
3290,Tehrik-e-Tuhafaz (Pakistan)
3291,Tehrik-i-Taliban Pakistan (TTP)
3292,Tela Mohammed
3293,Telangana Separatists
3294,Temple Mount Faithful Movement
3295,Tepi Youth
3296,Terai Army
3297,Terai Cobra
3298,Terai Communist Party
3299,Terai Janatantrik Madhes Party
3300,Terai Janatantrik Party
3301,Terai Madheshi Mukti Morcha (TMMM)
3302,Terai Rastriya Mukti Sena (TRMS)
3303,Terena Indians
3304,Terra Lliure
3305,Territorial Anti-Fascist Patrols
3306,Territorial Armed Groups for Communism
3307,Territorial Cells for Boycotting the Elections
3308,Territorial Communist Command
3309,Territorial Communist Units
3310,Territorial Patrols of Anti-Fascist Vigilance
3311,Territorial Resistance Army
3312,Terror Against Terror
3313,Terrorists
3314,Thadou People's Liberation Army (TPLA)
3315,Thai Communists
3316,Thai Islamic Militants
3317,Thanthai Periyar Dravidar Kazhagam (TPDK)
3318,Tharuhat Joint Struggle Committee (TJSC)
3319,Thavar Caste
3320,The 78 Unemployed
3321,The Aref Boluki Dynamite group
3322,The Armed Secret Organization
3323,The Association for Islamic Mobilisation and Propagation (UAMSHO)
3324,The Black Sun
3325,The Call of Jesus Christ
3326,The Children of the Fire Initiative
3327,The Defense Command of the French People and the Motherland (CDPPF)
3328,The Eradication of Evil
3329,The Extraditables
3330,The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC)
3331,The Great Serpent
3332,The Husayn Ubayyat Martyrs' Brigades
3333,The Illegal Fisherman of the Night
3334,The Independent Military Wing of the Syrian Revolution Abroad
3335,The Inevitables
3336,The Irish Volunteers
3337,The Islamic Movement
3338,The Islamic Revolution to Liberate Palestine
3339,The Jean Marc Rouillan Armed and Heartless Columns
3340,The Jewish Execution with Silence
3341,The Joint Revolutionary Council
3342,The Justice Department
3343,The Mujahadeen Room in Latakia Countryside
3344,The Nation's Army
3345,The New Irish Republican Army
3346,The Nocturnals
3347,The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
3348,The Order (Silent Brotherhood)
3349,The Order II (Bruder Schweigen Strike Force II)
3350,The Ordinary Men
3351,The Organization for the Return of Legality
3352,The Owners of the White Flags
3353,The Resistance Front (TRF)
3354,The Revolt
3355,The Scorpion
3356,The Third Way (Der III. Weg)
3357,The Unit of the Chemical Weapons Martyrs
3358,The United Revolutionary Front of Bhutan
3359,The United Southern Front
3360,The War That Was Never Declared
3361,The World United Formosans for Independence (WUFI)
3362,Thomas Muenzer Wild Band
3363,Three Stars Autonomous Commando
3364,Thunder of Zion
3365,Tibetan separatists
3366,Ticuna Indian
3367,Tigers
3368,Tigray Peoples Liberation Front (TPLF)
3369,Timorese guerrillas
3370,Timorese Students
3371,Tiv Militia
3372,Tiwa Liberation Army
3373,Togolese Dissidents
3374,Togolese Peoples Rally
3375,Tolib Ayombekov loyalists
3376,Tonino Micciche Workers Nucleus
3377,Tontons Macoutes
3378,Tony El Pelou Band
3379,Toposa and Dongiro Tribes
3380,Torpedy Group
3381,Tribal Battlefront
3382,Tribal Clash
3383,Tribal Group
3384,Tribal guerrillas
3385,Tribal Revolutionary Army (TRA)
3386,Tribal Separatists
3387,Tribal Thumb
3388,Tribesmen
3389,Tribesmen Murad Tribe
3390,"Tribesmen, al-Itada"
3391,Trieu Dai Viet
3392,Trinitarians
3393,Tripoli Martyrs Battalion
